file,log10SW,SMILES,tb,tf,vc,hf,gf,hfus,hvap,cpg,tc,pc,dvisc,mcvol,logp,Joback,-CH3,-CH2-,>CH-,>C<,=CH2,=CH-,=C<,=C=,#CH,#C-,-CH2- (ring),>CH- (ring),>C< (ring),=CH- (ring),=C< (ring),-F,-Cl,-Br,-I,-OH (alcohol),-OH (phenol),-O- (nonring),-O- (ring),>C=O (nonring),>C=O (ring),O=CH- (aldehyde),-COOH (acid),-COO- (ester),=O,-NH2,>NH,>NH (ring),>N-,-N=,-N= (ring),=NH,-CN,-NO2,-SH,-S-,-S- (ring),MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
train.smi,-3.18,CCCCC,313.8,146.11,0.3155,-146.52999999999997,-8.780000000000001,8.706,26.724,125.6550999546776,476.37807653440393,3468.36366764197,0.00020978668245725005,55.510000000000005,2.1965000000000003,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05383131543183678,0.0,60.05499999999999,2.2118055555555554,0.06538255537938412,2.2118055555555554,-0.06538255537938412,72.093900384,72.151,32.0,1.34375,1.34375,-0.05383131543183678,2.1906096871642502,7.5097750043269365,4.1213203435596419,4.121320343559642,4.121320343559642,2.4142135623730949,2.414213562373095,2.414213562373095,1.3535533905932735,1.3535533905932735,0.7071067811865474,0.7071067811865474,0.3535533905932737,0.3535533905932737,0.0,11.245112497836532,5.0,4.0,4.0,34.19901948541599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778029,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.1965000000000003,25.19899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-2.64,C1CCCC1,333.75,161.25,0.2575,-65.71,35.480000000000004,1.5700000000000003,27.29,100.82249161718751,529.9722111949186,4534.684669364805,0.00029562538892235986,48.95,1.9505000000000001,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533059727891157,0.0,60.05499999999999,1.5,0.0533059727891157,1.5,-0.0533059727891157,70.07825032,70.135,30.0,1.5,1.5,-0.0533059727891157,2.083333333333333,11.60964047443681,3.5355339059327378,3.5355339059327373,3.5355339059327373,2.5,2.4999999999999996,2.4999999999999996,1.7677669529663684,1.7677669529663684,1.2499999999999996,1.2499999999999996,0.883883476483184,0.883883476483184,0.0,22.886435386960574,3.2,1.44,0.64,33.19318833188676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.104108114630051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.9505000000000001,23.084999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-3.84,CCCCCC,336.68,157.38,0.3715,-167.17000000000002,-0.35999999999999943,11.296,28.950000000000003,158.63116816302863,499.97582390871685,3107.099224592317,0.00022934465865781837,65.3,2.5866000000000007,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05357870225236844,0.0,72.06599999999999,2.2318055555555554,0.06538238459812357,2.2318055555555554,-0.06538238459812357,86.109550448,86.178,38.0,1.355,1.355,-0.05357870225236844,2.3390923149762908,12.0,4.8284271247461898,4.82842712474619,4.82842712474619,2.9142135623730949,2.914213562373095,2.914213562373095,1.707106781186547,1.707106781186547,0.9571067811865472,0.9571067811865472,0.49999999999999983,0.49999999999999983,0.0,20.986300857070454,6.0,5.0,4.0,40.563961599812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704038,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.5866000000000007,29.81599999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
train.smi,-3.74,CCCC(C)C,336.24,142.38,0.3655,-172.45,-2.79999999999999,7.773000000000001,28.562000000000005,158.38702819383906,503.4963150086421,3134.9967207934305,0.0002252267267552123,65.3,2.442500000000001,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04714263543756667,0.0,72.06599999999999,2.2534722222222223,0.06537259817899396,2.2534722222222223,-0.06537259817899396,86.109550448,86.178,38.0,0.89814814814814792,0.89814814814814792,-0.04714263543756667,2.6272148478988635,21.219280948873624,4.9915638315627202,4.99156383156272,4.99156383156272,2.7700556100296621,2.770055610029662,2.770055610029662,2.1825219847121646,2.1825219847121646,0.8660254037844386,0.8660254037844386,0.5773502691896257,0.5773502691896257,0.0,14.834466856136647,6.0,3.2,4.0,40.563961599812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61285484492389,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9179060461613933,12.841643245852019,0.0,0.0,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333332,1.0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.442500000000001,29.74599999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-3.55,CCC(C)(C)C,333.45,159.8,0.3605,-175.91999999999996,2.4799999999999827,3.8819999999999997,27.654,158.41901226705235,507.99352839553563,3173.9734179726247,0.0002836609136945801,65.3,2.442500000000001,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03852311765626792,0.0,72.06599999999999,2.2430555555555554,0.06488336083848827,2.2430555555555554,-0.06488336083848827,86.109550448,86.17799999999998,38.0,0.54166666666666674,0.54166666666666674,-0.03852311765626792,3.1684898726705688,29.793193904479523,5.2071067811865479,5.207106781186548,5.207106781186548,2.5606601717798214,2.560660171779821,2.560660171779821,2.914213562373095,2.914213562373095,1.0606601717798212,1.0606601717798212,0.0,0.0,0.0,12.164797036380531,6.0,1.6326530612244898,4.0,40.563961599812586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.11577042168851,5.41499046939678,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,34.11577042168851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,34.11577042168851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4149904693967796,0.0,6.4208216229260096,0.0,0.0,27.694948798762496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442500000000001,29.74599999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-3.1,C1CCCCC1,360.9,169.0,0.3055,-92.51,31.8,2.06,29.688000000000002,134.03159837184194,565.4081153062824,4130.292556882388,0.0003029878974789785,58.739999999999995,2.3406000000000002,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533059727891157,0.0,72.06599999999999,1.5,0.0533059727891157,1.5,-0.0533059727891157,84.093900384,84.162,36.0,1.5,1.5,-0.0533059727891157,2.0,15.509775004326936,4.2426406871192857,4.242640687119285,4.242640687119285,3.0,2.9999999999999996,2.9999999999999996,2.121320343559642,2.121320343559642,1.4999999999999996,1.4999999999999996,1.0606601717798207,1.0606601717798207,0.0,34.399461880439503,4.166666666666667,2.2222222222222223,1.0,39.55813044628337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.3406000000000002,27.701999999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-3.3,CC1CCCC1,351.96000000000004,168.28,0.3125,-106.69000000000001,36.190000000000005,5.231,29.207,136.34506163059078,546.8751614494468,3838.7774875662003,0.0002757529297933337,58.739999999999995,2.1965000000000003,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04428007283563192,0.0,72.06599999999999,2.3402777777777777,0.06250972283408605,2.3402777777777777,-0.06250972283408605,84.093900384,84.16199999999999,36.0,1.0462962962962963,1.0462962962962963,-0.04428007283563192,2.1841055696360678,33.30296890880646,4.405777393935816,4.405777393935816,4.405777393935816,2.893846850117352,2.8938468501173515,2.8938468501173515,2.389628765898712,2.389628765898712,1.6438468501173518,1.6438468501173518,1.129936126950895,1.129936126950895,0.0,33.548875021634686,4.166666666666667,1.6326530612244898,0.7346938775510204,39.55813044628336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9179060461613933,25.683286491704038,0.0,0.0,6.9237371996906241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3333333333333321,1.0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.1965000000000003,27.631999999999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-4.53,CCCCCCC,359.56,168.64999999999998,0.4275,-187.81,8.060000000000002,13.886,31.176000000000002,194.21051726270304,523.1103370143729,2799.4736989445983,0.00024067559126865303,75.08999999999999,2.976700000000002,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05332609175221321,0.0,84.07699999999998,2.2456944444444442,0.06538238322804024,2.2456944444444442,-0.06538238322804024,100.12520051199999,100.205,44.0,1.3611111111111112,1.3611111111111112,-0.05332609175221321,2.4474728878763439,19.219280948873624,5.5355339059327378,5.535533905932738,5.535533905932738,3.4142135623730949,3.414213562373095,3.414213562373095,2.060660171779821,2.060660171779821,1.2071067811865472,1.2071067811865472,0.6767766952966366,0.6767766952966366,0.0,35.509609925153406,7.0,6.0,6.0,46.92890371420919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95158251401129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.104108114630051,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1.0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.976700000000002,34.432999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
train.smi,-3.85,CC1CCCCC1,379.11,176.03,0.3605,-133.49,32.510000000000005,5.721,31.605,172.2660143056139,581.6285018125205,3522.087893703386,0.0002777865049824952,68.53,2.5866000000000007,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04428007559516109,0.0,84.07699999999998,2.3602777777777777,0.06250972284470455,2.3602777777777777,-0.06250972284470455,98.109550448,98.189,42.0,1.0358796296296295,1.0358796296296295,-0.04428007559516109,2.1229179499593664,42.0,5.1128841751223639,5.112884175122363,5.112884175122363,3.393846850117352,3.3938468501173515,3.3938468501173515,2.7431821564919856,2.7431821564919856,1.8938468501173518,1.8938468501173518,1.3067128222475317,1.3067128222475317,0.0,47.197252572972261,5.142857142857143,2.34375,1.5,45.92307256067996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02784531432067,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,39.02784531432067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9179060461613933,32.104108114630051,0.0,0.0,6.9237371996906241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.833333333333334,1.0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.5866000000000007,32.24899999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train.smi,-5.24,CCCCCCCC,382.44,179.92000000000002,0.4835,-208.45,16.479999999999997,16.476,33.402,232.26606813794587,545.8800756113275,2535.3709602666795,0.0002447769515289974,84.88,3.3668000000000022,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053316204543896704,0.0,96.08799999999998,2.2558985260770976,0.0653823832228023,2.2558985260770976,-0.0653823832228023,114.14085057599999,114.232,50.0,1.364795918367347,1.364795918367347,-0.053316204543896704,2.5300604568835201,25.019550008653873,6.2426406871192857,6.242640687119286,6.242640687119286,3.9142135623730949,3.914213562373095,3.914213562373095,2.4142135623730945,2.4142135623730945,1.4571067811865472,1.4571067811865472,0.8535533905932734,0.8535533905932734,0.0,61.499612265106904,8.0,7.0,6.0,53.293845828605804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3.3668000000000022,39.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
